3.113480505848654264e-03 3.134683259869269854e-03
-1.854536498504845421e-03 1.450036876688648620e-02
1.382683083359448860e-02 -3.410095174501220905e-03
7.878059850287366314e-03 -4.877107031356438596e-03
-8.506797470296175237e-03 9.048999767894290100e-03
-5.170400856846495141e-03 -6.833410418874493082e-04
6.485928131411071440e-03 -2.129022375218746210e-03
6.023619469893628370e-04 -7.718624235238735927e-03
-1.097033760211654774e-02 -4.505739994229394918e-03
-4.016959541581616860e-03 2.764784990066132975e-03
8.632576878476308502e-03 2.935748020043231141e-03
-2.692682965845446651e-03 4.920310807808771919e-03
-2.764784990066132975e-03 -4.016959541581616860e-03
4.596266658716763537e-04 3.856725658121665321e-04
8.104296801050903110e-03 1.427352811176861580e-04
6.163480519143551759e-03 1.365692161104260782e-02
-5.929292535621806526e-03 -1.098014071071085583e-02
-4.295149569971583661e-03 -2.037569672814688003e-03
4.010605045653121460e-03 1.420017771606343904e-02
-4.112914664073986405e-03 8.566988771076466339e-04
1.925712484807481483e-03 -1.517112858641682209e-03
5.442364158811490750e-03 1.109372220505358206e-02
5.881841878086845705e-04 2.324636771887279992e-04
-3.097578440334960038e-03 -7.820806084156297841e-03
4.953839245172603385e-03 -3.414597594592254023e-03
2.497068569183059916e-03 7.447459201687346535e-03
-6.153581292428784294e-04 -1.109014582288195966e-02
2.165201156833645307e-03 -4.023728997406077722e-04
-5.971698043661896257e-03 1.516186820723631513e-03
9.234811055962369175e-03 6.574059990651258227e-03
3.926975606496020590e-04 1.243297480838082870e-03
6.162841671629470421e-05 7.044160264036195516e-04
-2.417941550122435293e-03 3.192735294412583219e-03
-2.792086701006133830e-03 -3.517705481427866199e-03
-7.614845849492822734e-03 1.031959895967237383e-02
-2.730171094000050243e-05 4.992540601537502273e-04
-1.263018574187591350e-02 1.672844322014026275e-03
-3.796821547736103572e-03 2.035717596977225288e-03
7.651184052005024529e-04 4.688773168540597523e-03
-8.190576584453627615e-03 -1.128917718081751728e-03
3.530031164771081642e-03 -2.651203495725910388e-03
5.486845630299141616e-04 -1.076610167378586926e-02
1.254032957630156833e-02 2.167979270590519175e-03
-3.042975018456101077e-03 -8.819314204462436538e-03
6.524629487771886789e-04 1.558592328770087192e-04
4.363930751031120346e-03 -6.912026359918915785e-03
-5.473242251921751379e-03 -5.767462115330078062e-03
-1.043308433589328239e-03 -9.491127831422779826e-03
5.785088487176788573e-04 -6.894399988068341395e-04
-2.202178206863290334e-03 -2.027671610006233881e-05
3.035151755203918320e-03 -1.945605892396708170e-04
-1.931939211231312528e-03 7.125139358925633090e-03
5.104397789543832324e-03 -2.505019601939907463e-03
2.148500822905203417e-03 -3.027200722445929325e-03
-9.928625705355570777e-03 -9.636513456792674195e-03
-5.521746716881225508e-03 9.799557105402358255e-04
-7.573238609868840690e-03 -9.487679218755604507e-03
-3.667337987881044443e-03 -2.163476850500628372e-03
1.231051624336641087e-02 1.975142987685006742e-03
5.731155564211875934e-03 1.277199498507669215e-02
6.410249725017402693e-03 -6.239286695041664985e-03
1.200093704384388007e-03 4.792679323791175505e-03
4.206219442316650077e-03 1.832407706565960127e-03
7.950960142923017143e-03 1.137111396502880206e-02
