-1.1914184676181994  -1.2190399965700778 50.0 10.678013 560.909
-1.211693266092162  -1.3167102223524492 51.0 10.67349 354.87897
-1.165987366329401  -0.9358444303894232 52.0 10.671306 366.827
-1.2594054055901935  -1.3215559697762003 53.0 10.637247 362.854
-1.0955988523398912  -0.961557953500149 54.0 10.635405 502.103
-1.2026637631939272  -1.2009996236079234 55.0 10.541044 478.323
-1.1572315862449551  -1.1671465302566015 56.0 10.536316 361.26898
-1.3900277358802282  -1.5872847188596113 57.0 10.529795 414.91202
-1.2863914537238375  -1.4738614095349434 58.0 10.482251 403.151
-1.2643819793720112  -1.3036522321262347 59.0 10.454024 483.551
-1.2675039919617825  -1.2439386505958656 60.0 10.439658 321.711
-1.062059312927808  -0.7344628313625605 61.0 10.417033 493.312
-1.4746033208291873  -1.4298386631077549 62.0 10.408956 340.473
-1.1775791628970187  -1.3170371791071958 63.0 10.402232 421.35098
-1.094205457576875  -1.421151826929114 64.0 10.397184 260.748
-1.3986356927341044  -1.2700302674534942 65.0 10.380743 382.96198
-1.2850572885927822  -1.288577510397979 66.0 10.331794 389.112
-1.1760840025496522  -1.000538081368087 67.0 10.298687 443.75
-1.2736613954478446  -1.2493673357451447 68.0 10.256237 424.19598
-1.1319268024975124  -1.1812536044022142 69.0 10.247189 434.967
-1.1020430581076353  -1.0188716227806258 70.0 10.23105 476.147
-1.353230940898352  -1.594632702184398 71.0 10.206819 322.511
-1.2109882902908817  -1.2962635862233973 72.0 10.150445 378.518
-1.2793408713370102  -1.3057018229220756 73.0 10.144822 286.357
-1.2720644255407596  -1.3765288301103438 74.0 10.108701 271.365
-1.159146387012649  -1.2217146894853201 75.0 10.105622 339.438
-1.129858392435524  -0.9525246654337005 76.0 10.073403 471.94598
-1.331768230626421  -1.5446292248635856 77.0 10.044147 215.02
-1.38869229624623  -1.4085475409321564 78.0 10.038166 313.925
-1.246902072611679  -1.36048824296932 79.0 10.032003 304.789
-1.4098711672307398  -1.3455600684950866 80.0 10.014709 403.17902
-1.3805778754697617  -1.3581300386814812 81.0 10.002418 336.099
-1.3698515083404705  -1.3401125022152507 82.0 9.990351 301.47296
-1.3590878261465373  -1.3911645586601187 83.0 9.944162 325.62802
-1.2965847331595035  -1.3456597111437811 84.0 9.909562 372.355
-1.1653506762171437  -1.0939454498696306 85.0 9.899117 380.937
-1.2801863630656214  -1.6269359875001694 86.0 9.894623 288.68298
-1.1682456970455921  -1.3477194250844449 87.0 9.887938 397.79602
-1.1340104062685128  -1.3298453221473878 88.0 9.885824 427.778
-1.2862536520598575  -1.3770070220018162 89.0 9.883254 447.92
-1.2975091166551205  -1.2767333365890492 90.0 9.8728485 393.341
-1.329501447396818  -1.5314322744126188 91.0 9.867689 324.78802
-1.3459829298704853  -1.4801337969787005 92.0 9.863539 347.789
-1.3629500361547615  -1.617800827442904 93.0 9.852184 305.47498
-1.0138536104979832  -0.7094644313911636 94.0 9.823637 576.39795
-1.2349443431480465  -1.3055737573214574 95.0 9.820803 318.825
-1.151990204658165  -1.2200197053967754 96.0 9.803671 332.20703
-1.1228199758347184  -1.04387247174505 97.0 9.794328 455.99603
-1.1315359312961581  -1.0148974758036218 98.0 9.782224 401.413
-1.1420247611832792  -1.316997274838186 99.0 9.776967 381.677
-1.2125290019671833  -1.193907478463283 100.0 9.751349 405.02698
-1.338958646507889  -1.935269782991462 10000.0 5.0157576 75.882996
-1.4291415082638286  -1.9186764375846719 10001.0 5.0157547 68.348
-1.4479653130141181  -2.1351488128991516 10002.0 5.015696 65.903
-1.4425008015995742  -1.7867039541731555 10003.0 5.015472 92.726006
-1.0518473850738934  -1.4868800115898098 10004.0 5.0154696 98.298996
-1.0217686243375  -1.2685261260246887 10005.0 5.0154696 113.143
-1.4158092051080997  -1.847719860806869 10006.0 5.0154614 72.638
-1.3925969619469214  -2.209142250632472 10007.0 5.015459 73.767
-1.4340928854806754  -1.806172723037516 10008.0 5.0154414 73.114
-0.9774416674053221  -1.286814992322285 10009.0 5.0154 111.987
-1.4723355096933257  -2.0292649664488813 10010.0 5.0153313 98.762
-1.4403408111410367  -1.7781112098038925 10011.0 5.014827 60.851
-1.4472884531596544  -1.772025016741679 10012.0 5.0145974 83.468
-1.0897120576471822  -1.4817224668437934 10013.0 5.0145583 65.509
-1.4031059214052046  -1.6714478460824944 10014.0 5.0145564 74.921
-1.3888903553472458  -1.5775776983706582 10015.0 5.0144987 68.154
-1.408675261255783  -1.9430842070324836 10016.0 5.0144277 68.205
-1.3405890271650023  -1.8722823483046735 10017.0 5.014081 54.729
-1.3498481772369055  -2.016349997050013 10018.0 5.0140347 72.235
-1.4684353841039481  -1.8786912604738548 10019.0 5.01398 81.712
-1.4334571673052334  -1.8602248220621587 10020.0 5.0138135 81.47101
-1.392052069196962  -1.8916866201927343 10021.0 5.013769 73.778
-1.3933547558780368  -1.6398086787734947 10022.0 5.013481 80.545
-1.4236450186623204  -1.84187499621534 10023.0 5.0134673 80.812996
-1.412371238653895  -1.5900248331791742 10024.0 5.0133004 77.785995
-1.3973867634110881  -1.6732264581338905 10025.0 5.0132914 61.983
-1.4369519142803888  -2.028647452761318 10026.0 5.0127726 84.101006
-1.4540343464091954  -2.100166312058661 10027.0 5.0126367 55.218002
-1.2955811065879754  -1.6050723137074536 10028.0 5.0125957 83.47499
-1.4598335231879247  -1.7755763302192873 10029.0 5.0123687 72.863
-1.4488685462470186  -1.8135215511422782 10030.0 5.012261 58.445
-1.425962709517025  -2.1578262773063344 10031.0 5.012188 88.66499
-1.1641468170247125  -1.5772395540252993 10032.0 5.0120807 91.366005
-1.4553929190987316  -2.13026826331636 10033.0 5.011943 56.055004
-1.419209060705216  -2.246428221138599 10034.0 5.011847 81.506996
-1.454547309058416  -1.958969106173217 10035.0 5.0118318 59.187004
-1.384658706639883  -2.326914494864478 10036.0 5.011591 65.518005
-1.422406539613438  -2.3632106543785274 10037.0 5.0113964 96.59999
-1.2740330333967267  -2.0009386689317656 10038.0 5.011175 99.724
-1.4649332753335949  -1.795672859255558 10039.0 5.011149 74.259
-1.2352893345783882  -1.6187624845012754 10040.0 5.011049 90.95801
-1.2094619947967882  -1.5022776456335774 10041.0 5.011025 109.065
-1.4181198034163705  -1.941889383436106 10042.0 5.0109787 79.711
-1.432265100163825  -2.3099205096507403 10043.0 5.0109086 72.36099
-1.3674035270008242  -2.2839261815383263 10044.0 5.0108466 79.134
-1.2770573568677763  -1.95008586649554 10045.0 5.010808 61.307
-1.3741924617284582  -2.033597894379619 10046.0 5.0107517 74.077
-1.4068313878089587  -2.2155588833430206 10047.0 5.010613 72.80501
-0.9858076861278382  -1.2419068690637105 10048.0 5.010603 121.457
-1.397046996877127  -2.05987498953894 10049.0 5.0104833 74.618
-1.3888864966297396  -1.9820881285238752 10050.0 5.010279 94.35501
-1.2019597689788828  -1.5059650423324475 10051.0 5.0102296 81.409
-1.4573329007436318  -1.9066420839981937 10052.0 5.0101447 74.67799
-1.3794345425522634  -1.711033314475301 10053.0 5.010054 91.77699
-1.3956901370703216  -2.045721032667245 10055.0 5.0099497 78.076996
-1.249649797411261  -1.5443969227487269 10056.0 5.009869 88.16901
-1.4208754728816602  -1.7964576320923655 10057.0 5.0098624 83.503
-1.4008837073133238  -2.1121589102474068 10058.0 5.009699 74.395004
-1.4322386187614295  -1.9423265969199648 10059.0 5.0096707 94.09
-1.3753213368808814  -2.097745547107526 10060.0 5.0096517 97.953995
-1.4065933026947972  -1.8981230735089922 10061.0 5.009553 56.75
-1.4593565831285813  -1.9227097147664562 10062.0 5.009548 86.011
-1.2183402452022727  -1.7234414557436033 10063.0 5.009537 77.944
-1.405446615845215  -1.761690091890654 10064.0 5.0090528 61.916
-1.2894918684164178  -1.890814739602974 10065.0 5.0090165 76.256004
-1.4277228002643327  -1.9907044216369802 10066.0 5.008918 68.38
-1.4389123243921431  -1.974360343170167 10067.0 5.008917 90.972
-1.3882103867325228  -2.209826414352695 10068.0 5.008916 84.528
-1.374929957917033  -2.0034877302751997 10069.0 5.008877 49.788002
-1.2729472414732668  -1.5880620695170364 10070.0 5.008835 75.766
-1.4019939401384358  -1.7189513204095552 10071.0 5.008587 72.203
-1.3911940866241435  -1.7902578534632994 10073.0 5.0082364 83.089005
-1.417710149565739  -1.9633585239912794 10074.0 5.008225 84.668
-1.3844292158192828  -2.205506705338968 10075.0 5.00822 84.98399
-1.198758262876751  -1.612568638094098 10076.0 5.0080314 89.716995
-1.10274530927419  -1.4558689015074708 10077.0 5.0079703 86.78
-1.1099820149698059  -1.5765942709090741 10078.0 5.007774 108.047
-1.4229949700086406  -1.7845031806237746 10079.0 5.0077333 52.038002
-1.1433822263733668  -1.6616760989213106 10080.0 5.007403 85.434
-1.1757630702787445  -1.7448912201187545 10081.0 5.007301 75.566
-1.356126320401972  -2.012649118235841 10082.0 5.0070744 65.715996
-1.4307073938459325  -1.7039508907039822 10083.0 5.007012 67.412994
-1.220427859223315  -1.7837977290511728 10084.0 5.0068874 85.40401
-1.4275845634646902  -1.85933079238071 10085.0 5.0067763 71.787
-1.3969685748771508  -2.2523550383011557 10086.0 5.0067086 97.03801
-1.200156049394164  -1.5099592664059114 10087.0 5.006689 89.437
-1.4189857683010998  -2.027893456097205 10088.0 5.0066595 93.575
-1.246525710032019  -1.7833118809838013 10089.0 5.006504 73.017
-1.4221849919225127  -1.7804783167673075 10090.0 5.006434 85.236
-1.409323285793123  -1.839118461879193 10091.0 5.0063705 72.273
-1.4358432652966484  -1.750779091165932 10092.0 5.006346 75.632
-1.3888143284989394  -1.8045723107792275 10093.0 5.006343 65.253006
-1.2883868012943966  -1.9365852034171662 10094.0 5.0063095 93.26601
-1.4551143117288579  -1.989662257298232 10095.0 5.0062666 86.61
-1.3872239096631265  -2.279458216409398 10096.0 5.0061774 68.69501
-1.4098118636085064  -2.031300603863026 10097.0 5.006175 69.087
-1.2812430573003093  -1.645495183752871 10098.0 5.006172 90.725
-1.3327361480932507  -1.8502941065836116 10099.0 5.0061336 66.716
-1.4288808716283248  -1.8749628416453945 10100.0 5.0059333 81.129
-1.3783884745585893  -1.7687946079753984 50000.0 3.545172 41.946
-1.3744755317053583  -2.057694865869629 50003.0 3.5450933 43.263
-1.4370701817864862  -2.258098267898119 50004.0 3.5450807 42.779
-1.3749539479206945  -3.1191362981520143 50005.0 3.5450702 36.916
-1.2827115652346548  -2.033326304428501 50009.0 3.544983 43.107
-1.3825836469424484  -2.180226385682611 50010.0 3.544952 24.848003
-1.332687281434547  -1.9756323187368579 50011.0 3.544943 40.267002
-1.4724673562136887  -2.1738368068821914 50012.0 3.5449007 31.257
-1.4450097304313565  -2.7771303039342663 50013.0 3.544863 34.706
-1.1407520255612453  -1.8270217793406458 50014.0 3.5447965 40.676003
-1.3740556932308068  -2.009493236988845 50015.0 3.5447826 38.491997
-1.3924759769886663  -1.8137399689650735 50016.0 3.5447617 35.5
-1.4536803025485405  -2.128560233266788 50018.0 3.5447168 38.375
-1.2948695343420347  -1.7839630243377327 50020.0 3.5446935 33.287
-1.4601171307724077  -2.340934780639616 50021.0 3.5446677 34.022003
-1.4046824594950709  -2.4688248913112933 50022.0 3.544662 43.825
-1.4640824808279649  -2.547201173083513 50023.0 3.544653 30.265999
-1.4245406998697279  -2.4428770687274093 50025.0 3.5446079 35.042
-1.452693068817036  -2.1437940354383915 50027.0 3.5445135 38.207
-1.4615917505100553  -2.0390283080285494 50028.0 3.5445037 33.349
-1.4311593845408288  -2.1792174023632565 50029.0 3.544476 35.114002
-1.4486869232776514  -1.9513550689775334 50030.0 3.544448 47.451004
-1.4130783929610102  -2.073914821043138 50031.0 3.5444407 41.851
-1.4618870314201984  -2.002346107553394 50032.0 3.5444148 28.350998
-1.3909501343881308  -2.56384674405203 50033.0 3.5443864 41.231003
-1.43077929315535  -2.2349710589091876 50034.0 3.5443826 38.877
-1.4452188112772004  -1.9245628749359018 50035.0 3.5443623 38.865
-1.4717067268047603  -1.8177787008284942 50036.0 3.5443332 42.114
-1.425938194003526  -2.431843765709638 50037.0 3.5443306 48.924
-1.4615039951771767  -1.9427410014237565 50038.0 3.5443273 33.386
-1.422688860545852  -2.5810668445862324 50039.0 3.544327 41.759
-1.4322811362568812  -2.187572040556834 50040.0 3.5443153 42.555
-1.4934987063298952  -2.0227947915075193 50041.0 3.5443134 27.546001
-1.4889531594382606  -1.9874423567956465 50043.0 3.5442774 30.652
-1.4426666760545501  -2.3572263235480633 50045.0 3.5442362 44.96
-1.4082275030690516  -2.294220462702224 50046.0 3.544172 40.988
-1.4692211139032598  -2.2844058463207677 50049.0 3.5440698 38.497
-1.42217238446556  -2.1038682986337505 50050.0 3.544069 45.077
-1.3907788831043628  -2.3248617852961595 50051.0 3.544051 38.559998
-1.307333533466709  -1.948937906320855 50052.0 3.544049 35.359
-1.4807211860946523  -2.107576597438995 50053.0 3.5440433 35.366997
-1.4489013447128163  -2.2430085714181676 50054.0 3.5440307 41.172
-1.334189036250747  -1.8169935547628244 50055.0 3.5440025 44.473
-1.4377921641450908  -2.4123668026334677 50057.0 3.5439806 31.415003
-1.354855437294661  -1.9058573483187262 50058.0 3.5439498 30.661999
-1.385656772210419  -2.0929547348445245 50059.0 3.5439491 44.208
-1.4486707559228638  -2.0894392210360784 50061.0 3.5438995 37.836
-1.4420440787850501  -2.163302707766395 50062.0 3.5438986 36.976
-1.4717607024193844  -1.9115114615878117 50064.0 3.5438917 49.037003
-1.40644002643055  -2.376704953743601 50066.0 3.5438483 40.156998
-1.3588233007071444  -1.8099244288472982 50067.0 3.5438325 39.326
-1.395806457517624  -2.5428382902364657 50068.0 3.5438313 45.248
-1.4685472821444012  -2.2148240274720816 50070.0 3.5438247 35.281002
-1.4445041866590402  -2.2562012816081007 50071.0 3.5438051 37.741005
-1.239750668333307  -1.77051819379785 50072.0 3.5437763 45.502
-1.429113974604367  -1.9717816687424283 50074.0 3.5437374 44.968002
-1.469095027616309  -2.2068324552559004 50075.0 3.5437317 36.862
-1.4588803620005684  -2.27453934142742 50076.0 3.543709 38.052002
-1.4466672928033921  -2.4667162680875285 50077.0 3.5437028 42.786003
-1.4668818525255585  -2.045979320781202 50078.0 3.54368 39.766003
-1.4276510727478606  -2.2394666711909306 50079.0 3.5436795 41.534
-1.4639747073420888  -2.0308894893377825 50080.0 3.543672 33.834
-1.3642546052483104  -2.0597251126298013 50083.0 3.543567 34.051
-1.4208411587747298  -2.3356571891402025 50084.0 3.5435603 41.677002
-1.4425372659186442  -2.135033405767884 50085.0 3.5435517 31.157001
-1.4521589264649608  -2.007831120132016 50087.0 3.5435212 43.461
-1.441992830438101  -2.0729041640642243 50089.0 3.543502 40.481003
-1.418303086133137  -2.2474346694656404 50090.0 3.5435016 33.175
-1.4159518621108775  -2.0059308594868472 50091.0 3.543475 36.518
-1.4457382769094398  -1.9344631208102192 50093.0 3.543423 38.596
-1.3294608147055256  -1.9289006086823433 50094.0 3.5434227 43.911003
-1.4056674544855907  -2.078799618511132 50095.0 3.543405 46.792
-1.1982313325791203  -1.7912907076016138 50097.0 3.5433772 49.481003
-1.2637835054168722  -1.8799968543664916 50098.0 3.5433204 48.559998
-1.1764792954878143  -1.4233049998915406 50099.0 3.5432966 66.162
-1.438261382092856  -2.383541536608157 50100.0 3.5432806 40.57
-1.428293170218747  -2.1533278348951352 70000.0 3.2508025 30.489998
-1.49853547891616  -2.1288716281339735 70002.0 3.2507796 36.336
-1.494731021054847  -2.2729244093061025 70004.0 3.2507722 27.258001
-1.48529679182838  -2.1830297055505765 70005.0 3.2507603 26.241999
-1.4406934467931007  -2.423329187484744 70006.0 3.250739 31.279001
-1.3895203714746884  -2.419341911427824 70007.0 3.2507312 30.074999
-1.4353094398405544  -2.2218658217919622 70008.0 3.2507105 19.993
-1.4161939532956709  -2.7444525080925226 70009.0 3.2507062 30.901
-1.479308491617128  -1.9375404409147967 70010.0 3.2506955 32.049004
-1.4378164525328399  -1.8306170344543038 70011.0 3.2506769 34.58
-1.5052739364319967  -1.864554919910303 70013.0 3.2506623 34.599
-1.4446188034868208  -2.2189500007281637 70015.0 3.2506552 31.489998
-1.4789981638610294  -2.0711931811548707 70017.0 3.2506037 36.943
-1.4515837468579742  -2.252695274930735 70018.0 3.2505968 33.935
-1.4664801278115225  -2.012809297967679 70020.0 3.2505882 26.619
-1.4009602615607564  -2.4807391568963424 70022.0 3.2505424 33.709
-1.4216679680479059  -2.165858609180161 70025.0 3.2504935 33.716003
-1.4622352599903574  -2.1987083003626733 70027.0 3.2504683 33.783
-1.3947155419287722  -2.2855779767859645 70028.0 3.2504547 39.529
-1.4610759571190584  -2.043821299133717 70031.0 3.250438 26.539001
-1.397553775778616  -2.0711266945459883 70032.0 3.2504375 27.512001
-1.4170349967736813  -2.322762986577582 70033.0 3.2504268 34.235
-1.4335188044713945  -2.1936343061033345 70038.0 3.2503784 27.124998
-1.4747836626263742  -2.155156863305971 70039.0 3.2503572 29.109001
-1.3773498259443393  -2.255980950870172 70041.0 3.250332 40.366997
-1.4761067409893887  -2.109450780092261 70043.0 3.2503173 27.496998
-1.4284379403069671  -2.1312854676483886 70044.0 3.2503116 34.613
-1.4787512051021543  -2.2376858675456166 70045.0 3.250275 35.634
-1.4432989793747455  -2.1366512465850764 70046.0 3.2502735 22.659
-1.4473174836135156  -1.8680475979109266 70047.0 3.2502728 35.853
-1.3699289614280534  -2.417698421992071 70048.0 3.2502654 37.765
-1.4233994900942673  -2.1024187068216116 70050.0 3.2501981 35.212997
-1.464240423390886  -2.245629921117545 70051.0 3.2501936 32.61
-1.4592507456258996  -2.0686142502601204 70052.0 3.250191 25.272
-1.3425327459234846  -1.5192439941110085 70053.0 3.2501895 34.982
-1.4066094657663417  -2.135574450123212 70054.0 3.2501602 26.541
-1.4420065117875926  -2.2509880436752727 70055.0 3.250139 34.559998
-1.4245933878206518  -2.1872219193315026 70057.0 3.250106 34.579002
-1.4850415125612046  -2.2197732234907623 70058.0 3.2501004 32.607
-1.4901436584309256  -2.0403976847827505 70059.0 3.2500865 34.489
-1.4554385595847943  -2.02884254150759 70061.0 3.2500837 35.27
-1.425675852732055  -2.3805062950151727 70062.0 3.250078 24.561
-1.4812512090276115  -1.808064104368628 70063.0 3.2500582 26.717999
-1.478937070788522  -1.8366074635672487 70065.0 3.2500498 28.805
-1.3697982169135765  -2.372752691902803 70068.0 3.2500243 32.669
-1.3159960791187784  -1.8277647891007394 70071.0 3.2499633 32.478996
-1.4172199716557257  -2.357950812319167 70072.0 3.2499604 27.272
-1.4318727127504665  -2.2933944762631695 70073.0 3.2499173 36.208
-1.42905447184901  -2.7068084079678365 70074.0 3.2499173 39.481
-1.4629102406293688  -2.460466688770392 70076.0 3.2498853 30.258001
-1.3954448925510057  -2.420069974545768 70080.0 3.2498553 39.56
-1.3395710196759618  -1.51405064097072 70081.0 3.249851 31.175
-1.4538519343820027  -2.3711364961087247 70082.0 3.2498493 24.696001
-1.5233401519371348  -2.5226454405499563 70084.0 3.2498395 27.219002
-1.45276962942735  -2.071561374679946 70085.0 3.2498171 32.725998
-1.47969536075156  -2.0117834815898092 70086.0 3.2498171 34.578
-1.41660426971434  -2.3028147658574967 70088.0 3.249808 41.421997
-1.4674714283057706  -2.131090967171081 70091.0 3.2497687 35.248
-1.4176305940618188  -2.3726061993250327 70093.0 3.249735 36.694
-1.2273160589369958  -1.8591455269829882 70094.0 3.2497222 37.996998
-1.4346705292604547  -2.3566654849895787 70099.0 3.2497025 35.232002
-1.457771054995646  -2.0501432804354436 70100.0 3.2497017 25.778
-1.3762241203748449  -1.931653243490553 100000.0 2.9378448 30.212
-1.5625926658311693  -2.058778915052326 100002.0 2.937834 21.847
-1.4266450780857745  -2.246640281783707 100007.0 2.9378188 23.105999
-1.3787073192002528  -2.35612330071354 100008.0 2.9378145 30.739002
-1.4648077506938522  -2.227074717592486 100009.0 2.937805 24.237
-1.392768664405349  -1.925388975414574 100010.0 2.9378026 28.859999
-1.4657966960298456  -2.0450398582378955 100015.0 2.937739 24.456
-1.443547974621701  -2.373171666069172 100017.0 2.937721 30.717
-1.434932831219686  -2.0752343208685833 100020.0 2.937703 23.421999
-1.4286006753139375  -2.3586617450552043 100021.0 2.9377007 26.752
-1.39146911083997  -2.469880435380018 100023.0 2.9376981 31.784
-1.4849704984795797  -2.392374410736637 100025.0 2.9376829 26.105999
-1.4848183579988885  -2.0232669732931727 100032.0 2.9376206 24.983
-1.474410894407259  -1.8728248831496763 100034.0 2.9375985 25.143002
-1.485739138733436  -2.3445243078374993 100036.0 2.9375937 21.43
-1.4663448721805543  -2.325880061017498 100038.0 2.937588 30.705997
-1.4212876610265077  -2.0842993098791815 100040.0 2.9375658 26.842999
-1.4203883507623316  -2.527230594283409 100044.0 2.9375572 25.501999
-1.4383116192459706  -2.3349608987936605 100049.0 2.9375234 19.165998
-1.4679333437269122  -2.01161679866439 100058.0 2.9374723 29.236
-1.3696548537007778  -2.2209877868959067 100059.0 2.9374661 35.238
-1.4486013983769044  -2.1231611902935783 100061.0 2.9374177 27.064
-1.4204685120678722  -2.494735679675287 100064.0 2.9373872 32.164
-1.4263983570661853  -2.4736847672149023 100066.0 2.9373841 29.68
-1.4163090701154757  -1.9888614308589196 100069.0 2.9373715 30.515001
-1.4860794240584219  -1.9231068948509926 100070.0 2.9373705 23.012
-1.427360678191871  -2.749618893897352 100071.0 2.9373624 33.335
-1.3743081873768461  -2.5683377696221656 100073.0 2.937346 31.223999
-1.4426659991424597  -2.4535998183273886 100075.0 2.937315 26.991
-1.4256318104115449  -2.3179163164614516 100078.0 2.937298 28.609
-1.413851241376693  -2.789699440279913 100079.0 2.9372823 28.299
-1.26221054180271  -1.5801464795350404 100080.0 2.937281 37.89
-1.4518581510751623  -2.5605703324312707 100086.0 2.9372318 19.943
-1.4434787542658623  -2.0606127566586934 100087.0 2.9372065 24.615
-1.4247059972613854  -2.2635386365053356 100089.0 2.9371703 29.069
-1.441224158055622  -2.3062818708312163 100091.0 2.937162 26.380999
-1.2850770116681236  -1.61536032797055 100092.0 2.937153 31.821001
-1.4082623841550204  -1.8133584496570847 100097.0 2.937122 21.346
-1.4033499396034907  -2.284038984240088 100099.0 2.937116 28.09
-1.4199047773078974  -2.4762384803746516 120000.0 2.7761197 28.696001
-1.4532432268670075  -2.198680156907478 120001.0 2.7761195 16.264
-1.2381753514317735  -1.4958079367490442 120002.0 2.776111 32.178
-1.5324269443101552  -1.850930959076159 120003.0 2.7761064 23.689
-1.3664175997820456  -2.866521473552834 120005.0 2.7760935 30.126001
-1.4362243987320047  -2.2772456493471243 120006.0 2.776088 28.652998
-1.4544341467846083  -2.4788250616543985 120007.0 2.7760873 23.927
-1.4123779103267113  -2.2894555965837107 120013.0 2.7760084 29.758999
-1.467370282607889  -2.1570223816345298 120014.0 2.776 23.501
-1.4530998497114322  -2.3187795475648256 120015.0 2.7759986 24.409
-1.4774553852792351  -2.459805039946151 120016.0 2.77598 21.524002
-1.4317350763050587  -2.532085274973833 120017.0 2.7759783 23.192
-1.4522255244223328  -2.103798671185338 120019.0 2.7759717 20.573997
-1.3635558784603792  -2.4638905679506795 120020.0 2.775969 26.852001
-1.442691419460673  -2.0487328459404957 120023.0 2.7759528 26.784
-1.4839569570535587  -2.5092350991413173 120025.0 2.775946 29.214
-1.4205809158427354  -2.2423197068436655 120028.0 2.7759311 27.161999
-1.4378039336524064  -2.13850218498039 120031.0 2.7759247 31.844997
-1.4653402216257363  -2.350982347982138 120033.0 2.7759223 24.392998
-1.4242370076041029  -2.451711135307736 120035.0 2.7758822 29.162998
-1.5059175095279824  -2.27733268003004 120037.0 2.7758727 20.104
-1.468843361973673  -2.1424590704332833 120040.0 2.7758505 19.726
-1.43529370110503  -2.563935824084984 120043.0 2.7758138 22.004002
-1.464352672285996  -2.2226517782347606 120045.0 2.7758057 24.788
-1.4747012573892913  -2.071042962088386 120049.0 2.775773 19.277
-1.3574597769227816  -1.6315115441871586 120052.0 2.7757478 27.236
-1.4484870616490324  -2.352916328261287 120057.0 2.7757273 28.105
-1.359228298373556  -2.443018653323003 120062.0 2.7757127 27.131
-1.4344518187316508  -2.0806039138987975 120064.0 2.7756896 25.755
-1.452842447337531  -2.50045123028104 120065.0 2.775687 18.373001
-1.515896259606192  -1.91064707233303 120067.0 2.775676 22.612999
-1.4515135499877685  -2.0536449841778905 120069.0 2.7756557 24.583
-1.4976694102625954  -2.050893895414705 120070.0 2.7756455 24.175999
-1.4092394230777563  -2.6530302535853623 120074.0 2.77564 25.009998
-1.3995586584036444  -2.723034756834928 120079.0 2.7756095 27.324
