-1.1691037481097988 1 13.644128 785.98804
-0.9903825923938552 2 13.558048 889.2181
-1.2488370429032682 3 13.360188 512.647
-0.950748240429011 4 13.267936 692.128
-1.058678245243988 5 13.232018 727.79504
-1.151329085763142 6 13.158477 678.478
-1.0898100376425153 7 12.923537 667.51306
-1.1170675540501955 8 12.78006 578.91504
-1.0671654636214185 9 12.558975 664.651
-0.9200356374351982 10 12.152965 519.005
-1.48309530660576 11 12.090408 582.667
-1.0829420757230264 12 12.059149 582.86597
-0.8679234243210381 13 11.943291 755.204
-1.0857955642870023 14 11.927526 530.788
-1.2461157323407661 15 11.859518 517.143
-0.9958402404312074 16 11.823363 624.4501
-1.2987972104201067 17 11.655286 497.23303
-1.2176813618966063 18 11.618141 470.114
-1.1610690944167363 20 11.503964 465.353
-1.043721474332799 21 11.456929 621.996
-1.085119637526024 22 11.395044 603.726
-1.0780697385417588 23 11.385858 557.709
-1.1502730920696782 24 11.301706 453.58698
-1.414582734807293 25 11.296867 285.349
-0.9335724230424114 26 11.28448 507.456
-1.0905579628365984 27 11.276658 561.00903
-1.210791255555463 28 11.270613 469.597
-1.583304177857302 29 11.248531 358.69098
-1.1886422571018462 30 11.241565 451.339
-1.0033737284920863 31 11.189402 379.56
-1.2769107259601515 32 11.139594 444.577
-1.098359185724014 33 11.136703 434.933
-1.3403028770374117 34 11.117816 477.548
-1.233837573645571 35 11.108966 485.82098
-1.5551171720224384 36 11.060608 328.559
-1.2700109027552133 37 10.995945 441.453
-1.0793136909279155 38 10.975715 504.611
-1.680972579861551 39 10.955704 342.672
-1.6048879302735835 40 10.95406 668.21497
-1.0777476294306143 41 10.915205 524.20996
-1.1131396990078484 42 10.874494 435.56
-1.1282283846883678 43 10.874158 499.505
-1.2313784708580144 44 10.855989 401.63303
-1.4282328198214986 45 10.832011 378.005
-1.4188605265052179 46 10.828519 311.79102
-1.0863889111049962 47 10.789331 459.592
-1.4360462553750815 48 10.715624 433.62097
-1.1691569823398849 49 10.698604 498.669
-1.2190399965700778 50 10.678013 560.909
-1.3167102223524492 51 10.67349 354.87897
-0.9358444303894232 52 10.671306 366.827
-1.3215559697762003 53 10.637247 362.854
-0.961557953500149 54 10.635405 502.103
-1.2009996236079234 55 10.541044 478.323
-1.1671465302566015 56 10.536316 361.26898
-1.5872847188596113 57 10.529795 414.91202
-1.4738614095349434 58 10.482251 403.151
-1.3036522321262347 59 10.454024 483.551
-1.2439386505958656 60 10.439658 321.711
-0.7344628313625605 61 10.417033 493.312
-1.4298386631077549 62 10.408956 340.473
-1.3170371791071958 63 10.402232 421.35098
-1.421151826929114 64 10.397184 260.748
-1.2700302674534942 65 10.380743 382.96198
-1.288577510397979 66 10.331794 389.112
-1.000538081368087 67 10.298687 443.75
-1.2493673357451447 68 10.256237 424.19598
-1.1812536044022142 69 10.247189 434.967
-1.0188716227806258 70 10.23105 476.147
-1.594632702184398 71 10.206819 322.511
-1.2962635862233973 72 10.150445 378.518
-1.3057018229220756 73 10.144822 286.357
-1.3765288301103438 74 10.108701 271.365
-1.2217146894853201 75 10.105622 339.438
-0.9525246654337005 76 10.073403 471.94598
-1.5446292248635856 77 10.044147 215.02
-1.4085475409321564 78 10.038166 313.925
-1.36048824296932 79 10.032003 304.789
-1.3455600684950866 80 10.014709 403.17902
-1.3581300386814812 81 10.002418 336.099
-1.3401125022152507 82 9.990351 301.47296
-1.3911645586601187 83 9.944162 325.62802
-1.3456597111437811 84 9.909562 372.355
-1.0939454498696306 85 9.899117 380.937
-1.6269359875001694 86 9.894623 288.68298
-1.3477194250844449 87 9.887938 397.79602
-1.3298453221473878 88 9.885824 427.778
-1.3770070220018162 89 9.883254 447.92
-1.2767333365890492 90 9.8728485 393.341
-1.5314322744126188 91 9.867689 324.78802
-1.4801337969787005 92 9.863539 347.789
-1.617800827442904 93 9.852184 305.47498
-0.7094644313911636 94 9.823637 576.39795
-1.3055737573214574 95 9.820803 318.825
-1.2200197053967754 96 9.803671 332.20703
-1.04387247174505 97 9.794328 455.99603
-1.0148974758036218 98 9.782224 401.413
-1.316997274838186 99 9.776967 381.677
-1.193907478463283 100 9.751349 405.02698
-1.935269782991462 10000 5.0157576 75.882996
-1.9186764375846719 10001 5.0157547 68.348
-2.1351488128991516 10002 5.015696 65.903
-1.7867039541731555 10003 5.015472 92.726006
-1.4868800115898098 10004 5.0154696 98.298996
-1.2685261260246887 10005 5.0154696 113.143
-1.847719860806869 10006 5.0154614 72.638
-2.209142250632472 10007 5.015459 73.767
-1.806172723037516 10008 5.0154414 73.114
-1.286814992322285 10009 5.0154 111.987
-2.0292649664488813 10010 5.0153313 98.762
-1.7781112098038925 10011 5.014827 60.851
-1.772025016741679 10012 5.0145974 83.468
-1.4817224668437934 10013 5.0145583 65.509
-1.6714478460824944 10014 5.0145564 74.921
-1.5775776983706582 10015 5.0144987 68.154
-1.9430842070324836 10016 5.0144277 68.205
-1.8722823483046735 10017 5.014081 54.729
-2.016349997050013 10018 5.0140347 72.235
-1.8786912604738548 10019 5.01398 81.712
-1.8602248220621587 10020 5.0138135 81.47101
-1.8916866201927343 10021 5.013769 73.778
-1.6398086787734947 10022 5.013481 80.545
-1.84187499621534 10023 5.0134673 80.812996
-1.5900248331791742 10024 5.0133004 77.785995
-1.6732264581338905 10025 5.0132914 61.983
-2.028647452761318 10026 5.0127726 84.101006
-2.100166312058661 10027 5.0126367 55.218002
-1.6050723137074536 10028 5.0125957 83.47499
-1.7755763302192873 10029 5.0123687 72.863
-1.8135215511422782 10030 5.012261 58.445
-2.1578262773063344 10031 5.012188 88.66499
-1.5772395540252993 10032 5.0120807 91.366005
-2.13026826331636 10033 5.011943 56.055004
-2.246428221138599 10034 5.011847 81.506996
-1.958969106173217 10035 5.0118318 59.187004
-2.326914494864478 10036 5.011591 65.518005
-2.3632106543785274 10037 5.0113964 96.59999
-2.0009386689317656 10038 5.011175 99.724
-1.795672859255558 10039 5.011149 74.259
-1.6187624845012754 10040 5.011049 90.95801
-1.5022776456335774 10041 5.011025 109.065
-1.941889383436106 10042 5.0109787 79.711
-2.3099205096507403 10043 5.0109086 72.36099
-2.2839261815383263 10044 5.0108466 79.134
-1.95008586649554 10045 5.010808 61.307
-2.033597894379619 10046 5.0107517 74.077
-2.2155588833430206 10047 5.010613 72.80501
-1.2419068690637105 10048 5.010603 121.457
-2.05987498953894 10049 5.0104833 74.618
-1.9820881285238752 10050 5.010279 94.35501
-1.5059650423324475 10051 5.0102296 81.409
-1.9066420839981937 10052 5.0101447 74.67799
-1.711033314475301 10053 5.010054 91.77699
-2.045721032667245 10055 5.0099497 78.076996
-1.5443969227487269 10056 5.009869 88.16901
-1.7964576320923655 10057 5.0098624 83.503
-2.1121589102474068 10058 5.009699 74.395004
-1.9423265969199648 10059 5.0096707 94.09
-2.097745547107526 10060 5.0096517 97.953995
-1.8981230735089922 10061 5.009553 56.75
-1.9227097147664562 10062 5.009548 86.011
-1.7234414557436033 10063 5.009537 77.944
-1.761690091890654 10064 5.0090528 61.916
-1.890814739602974 10065 5.0090165 76.256004
-1.9907044216369802 10066 5.008918 68.38
-1.974360343170167 10067 5.008917 90.972
-2.209826414352695 10068 5.008916 84.528
-2.0034877302751997 10069 5.008877 49.788002
-1.5880620695170364 10070 5.008835 75.766
-1.7189513204095552 10071 5.008587 72.203
-1.7902578534632994 10073 5.0082364 83.089005
-1.9633585239912794 10074 5.008225 84.668
-2.205506705338968 10075 5.00822 84.98399
-1.612568638094098 10076 5.0080314 89.716995
-1.4558689015074708 10077 5.0079703 86.78
-1.5765942709090741 10078 5.007774 108.047
-1.7845031806237746 10079 5.0077333 52.038002
-1.6616760989213106 10080 5.007403 85.434
-1.7448912201187545 10081 5.007301 75.566
-2.012649118235841 10082 5.0070744 65.715996
-1.7039508907039822 10083 5.007012 67.412994
-1.7837977290511728 10084 5.0068874 85.40401
